"","Form","Date","RM","SHORE","SF","DTSF","DTSF2","COND","TEMP","TDS","SALINITY","DO.","DO","Effort","CATCH","CPUE","YEAR","MON","pa","AREA_2","S_Tide","P_Tide","Experimental_Net_ID","Experimental_Net","PRESENCE","Rkm","SFkm","logCATCH","logSAL","Tide"
"191",201117003,"3/25/2011 0:00",37,1,15,35.40548,0.728339757103664,149.9,4.3,0.16,0.12,114.2,14.81,1.1674,0,0,"2011","3",0,NA,3,4,"","0",0,59.54558,24.1401,0,-2.12026353620009,2
"192",201117004,"3/25/2011 0:00",37,3,15,35.40548,0.728339757103664,150.2,4.4,0.16,0.12,120,15,1.10518,0,0,"2011","3",0,NA,4,4,"","0",0,59.54558,24.1401,0,-2.12026353620009,1
"193",201117005,"3/28/2011 0:00",36,1,33,4.82802,0.470262526352144,155.9,4.4,0.16,0.12,114.1,14.78,1.0874,1,0.091962479,"2011","3",1,NA,4,4,"","0",1,57.93624,53.10822,1,-2.12026353620009,1
"194",201117006,"3/28/2011 0:00",37,1,33,6.43736,0.483845538496961,157.6,4.5,0.16,0.12,114.7,14.8,1.19407,1,0.083747184,"2011","3",1,NA,4,2,"","0",1,59.54558,53.10822,1,-2.12026353620009,1
"195",201117007,"3/28/2011 0:00",38,1,33,8.04669999999999,0.497428550641778,191.3,4.6,0.2,0.15,81.3,10.32,1.16444,0,0,"2011","3",0,NA,2,2,"","0",0,61.15492,53.10822,0,-1.89711998488588,2
"196",201117008,"3/29/2011 0:00",36,3,37,-1.60934,0.415930477772877,1066,4.4,1.13,0.9,108,14,1.25333,16,1.27659914,"2011","3",1,NA,4,4,"","0",1,57.93624,59.54558,16,-0.105360515657826,1
"197",201117009,"3/29/2011 0:00",36,1,37,-1.60934,0.415930477772877,NA,4.6,2.37,3.16,107.1,13.27,1.77481,0,0,"2011","3",0,NA,4,2,"","0",0,57.93624,59.54558,0,1.15057202759882,1
"198",201117010,"3/30/2011 0:00",38,1,41,-4.82802,0.388764453483243,8947,4.7,9.49,8.4,105.2,12.8,1.13185,0,0,"2011","3",0,NA,4,4,"","0",0,61.15492,65.98294,0,2.12823170584927,1
"199",201117011,"3/30/2011 0:00",38,1,41,-4.82802,0.388764453483243,6807,4.8,7.22,6.25,95.6,11.77,1.17037,2,0.17088613,"2011","3",1,NA,4,3,"","0",1,61.15492,65.98294,2,1.83258146374831,1
"200",201117012,"3/30/2011 0:00",37,1,41,-6.43736,0.375181441338426,6643,4.8,6.74,6.4,93.8,11.58,1.11111,3,0.27000027,"2011","3",1,NA,3,2,"","0",1,59.54558,65.98294,3,1.85629799036563,2
"201",201117013,"3/30/2011 0:00",37,1,41,-6.43736,0.375181441338426,6090,4.8,8.17,7.16,93.1,11.2,1.09629,0,0,"2011","3",0,NA,2,2,"","0",0,59.54558,65.98294,0,1.96850998097255,2
"202",201117014,"3/31/2011 0:00",36,3,48,-19.31208,0.266517344179892,7542,4.9,7.95,6.93,NA,NA,1.16148,13,1.119261632,"2011","3",1,NA,4,4,"","0",1,57.93624,77.24832,13,1.93585981320181,1
"203",201117015,"3/31/2011 0:00",36,3,48,-19.31208,0.266517344179892,1194.6,4.8,12.65,11.83,80,9.7,1.4874,9,0.605082695,"2011","3",1,NA,4,2,"","0",1,57.93624,77.24832,9,2.4706386779903,1
"204",201117016,"4/1/2011 0:00",39,1,52,-20.92142,0.252934332035075,3258,5.3,2.96,2.28,94.5,11.82,1.17925,8,0.678397286,"2011","4",1,NA,4,4,"","0",1,62.76426,83.68568,8,0.824175442966349,1
"205",201117017,"4/1/2011 0:00",39,1,52,-20.92142,0.252934332035075,4190,5.3,4.38,3.68,94,11.63,1.33037,6,0.451002353,"2011","4",1,NA,4,4,"","0",1,62.76426,83.68568,6,1.30291275218084,1
"206",201117018,"4/1/2011 0:00",39,3,52,-20.92142,0.252934332035075,9712,4.9,7.73,5.4,92.6,11.45,1.26814,3,0.236566941,"2011","4",1,NA,1,2,"","0",1,62.76426,83.68568,3,1.68639895357023,2
"207",201117019,"4/4/2011 0:00",38,3,56,-28.96812,0.185019271310991,5395,5.7,5.56,4.74,96.1,11.64,1.17333,12,1.022730178,"2011","4",1,NA,4,4,"","0",1,61.15492,90.12304,12,1.55603713570699,1
"208",201117020,"4/4/2011 0:00",38,3,56,-28.96812,0.185019271310991,5109,5.7,5.25,4.47,91.8,11.23,1.70074,8,0.47038348,"2011","4",1,NA,4,4,"","0",1,61.15492,90.12304,8,1.49738840862548,1
"209",201117021,"4/4/2011 0:00",37,1,56,-30.57746,0.171436259166174,5039,5.8,5.18,4.4,94.1,11.3,1.07555,4,0.371902747,"2011","4",1,NA,4,2,"","0",1,59.54558,90.12304,4,1.48160454092422,1
"210",201117022,"4/6/2011 0:00",37,3,50,-20.92142,0.252934332035075,1474,5.7,1.51,1.21,91.1,11.29,1.14074,10,0.876623946,"2011","4",1,NA,2,3,"","0",1,59.54558,80.467,10,0.19062035960865,2
"211",201117023,"4/6/2011 0:00",36,3,50,-22.53076,0.239351319890258,1291,5.6,1.33,1.05,92.4,11.51,0.91851,0,0,"2011","4",0,NA,2,4,"","0",0,57.93624,80.467,0,0.048790164169432,2
"212",201117024,"4/6/2011 0:00",36,3,50,-22.53076,0.239351319890258,2054,5.8,2.1,1.7,95.6,11.79,1.10518,4,0.361931993,"2011","4",1,NA,4,4,"","0",1,57.93624,80.467,4,0.53062825106217,1
"213",201117025,"4/8/2011 0:00",35,3,44,-14.48406,0.307266380614342,1349,6.1,1.37,1.08,92,11.36,1.18814,0,0,"2011","4",0,NA,2,3,"","0",0,56.3269,70.81096,0,0.0769610411361284,2
"214",201117026,"4/8/2011 0:00",35,3,44,-14.48406,0.307266380614342,650,6.1,0.66,0.5,91.3,11.35,1.1674,0,0,"2011","4",0,NA,2,3,"","0",0,56.3269,70.81096,0,-0.693147180559945,2
"215",201117027,"4/8/2011 0:00",35,3,44,-14.48406,0.307266380614342,917,6.1,0.93,0.72,91.6,11.33,1.14666,1,0.087209809,"2011","4",1,NA,3,4,"","0",1,56.3269,70.81096,1,-0.328504066972036,2
"216",201117028,"4/8/2011 0:00",35,3,44,-14.48406,0.307266380614342,937,6.1,0.95,0.74,90.1,11.12,1.16148,0,0,"2011","4",0,NA,3,4,"","0",0,56.3269,70.81096,0,-0.301105092783922,2
"217",201117029,"4/11/2011 0:00",35,3,41,-9.65604,0.348015417048793,1222,6.8,1.21,0.96,93.6,11.3,1.20888,3,0.248163589,"2011","4",1,NA,2,2,"","0",1,56.3269,65.98294,3,-0.0408219945202552,2
"218",201117030,"4/11/2011 0:00",36,3,41,-8.0467,0.36159842919361,1069,6.8,1.07,0.84,94.3,11.42,1.24444,1,0.08035743,"2011","4",1,NA,2,2,"","0",1,57.93624,65.98294,1,-0.174353387144778,2
"219",201117031,"4/13/2011 0:00",36,3,42,-9.65604,0.348015417048793,5130,7,5.32,4.54,86.5,10.17,1.18518,4,0.337501477,"2011","4",1,NA,1,2,"","0",1,57.93624,67.59228,4,1.51292701205326,2
"220",201117032,"4/13/2011 0:00",36,3,42,-9.65604,0.348015417048793,4791,7.1,4.73,4.01,90.7,10.67,1.3274,1,0.075335242,"2011","4",1,NA,1,2,"","0",1,57.93624,67.59228,1,1.38879124131848,2
"221",201117033,"4/13/2011 0:00",35,1,42,-11.26538,0.334432404903976,413.2,7.4,0.4,0.3,94.3,11.28,1.10222,1,0.090725989,"2011","4",1,NA,2,3,"","0",1,56.3269,67.59228,1,-1.20397280432594,2
"222",201117034,"4/14/2011 0:00",37,3,39,-3.21868,0.40234746562806,761.4,7.2,2.81,2.12,NA,NA,1.24148,3,0.241647066,"2011","4",1,NA,2,4,"","0",1,59.54558,62.76426,3,0.751416088683921,2
"223",201117035,"4/14/2011 0:00",37,3,39,-3.21868,0.40234746562806,761.9,7.3,1.09,1.53,95.7,11.33,1.49037,5,0.335487161,"2011","4",1,NA,2,4,"","0",1,59.54558,62.76426,5,0.425267735404344,2
"224",201117036,"4/18/2011 0:00",39,3,34,8.0467,0.497428550641778,172.4,8.9,0.11,0.12,93.3,10.83,1.11703,4,0.358092442,"2011","4",1,NA,4,4,"","0",1,62.76426,54.71756,4,-2.12026353620009,1
"225",201117037,"4/18/2011 0:00",39,3,34,8.0467,0.497428550641778,177.7,8.7,1.67,0.12,88.7,10.49,1.22666,0,0,"2011","4",0,NA,4,2,"","0",0,62.76426,54.71756,0,-2.12026353620009,1
"226",201117038,"4/18/2011 0:00",39,3,34,8.0467,0.497428550641778,176.6,9.2,0.16,0.12,92.4,10.82,1.25925,8,0.635298789,"2011","4",1,NA,2,2,"","0",1,62.76426,54.71756,8,-2.12026353620009,2
"227",201117039,"4/19/2011 0:00",39,3,30,14.48406,0.551760599221045,170.1,9.2,0.15,0.12,92,10.55,1.17629,0,0,"2011","4",0,NA,4,4,"","0",0,62.76426,48.2802,0,-2.12026353620009,1
"228",201117040,"4/19/2011 0:00",40,3,30,16.0934,0.565343611365862,170,9.2,0.15,0.12,92.2,10.59,1.39555,0,0,"2011","4",0,NA,4,2,"","0",0,64.3736,48.2802,0,-2.12026353620009,1
"229",201117041,"4/20/2011 0:00",38,3,26,19.31208,0.592509635655495,198,9.5,0.18,0.14,91.5,10.44,1.12296,0,0,"2011","4",0,NA,2,2,"","0",0,61.15492,41.84284,0,-1.96611285637283,2
"230",201117042,"4/20/2011 0:00",37,3,26,17.70274,0.578926623510679,173,9.5,0.15,0.12,88.5,10.1,1.22666,0,0,"2011","4",0,NA,2,4,"","0",0,59.54558,41.84284,0,-2.12026353620009,2
"231",201117043,"4/20/2011 0:00",38,1,26,19.31208,0.592509635655495,167.4,9.5,0.15,0.11,91.9,10.49,1.07555,1,0.092975687,"2011","4",1,NA,4,4,"","0",1,61.15492,41.84284,1,-2.20727491318972,1
"232",201117044,"4/21/2011 0:00",37,1,19,28.96812,0.674007708524397,165.8,9.9,0.15,0.11,72.2,8.14,1.19703,2,0.16708019,"2011","4",1,NA,2,3,"","0",1,59.54558,30.57746,2,-2.20727491318972,2
"233",201117045,"4/21/2011 0:00",37,1,19,28.96812,0.674007708524397,165.6,9.7,0.15,0.11,90.1,10.24,1.25037,2,0.159952654,"2011","4",1,NA,2,4,"","0",1,59.54558,30.57746,2,-2.20727491318972,2
"234",201117046,"4/25/2011 0:00",36,3,15,33.79614,0.714756744958847,144.7,10.6,0.13,0.1,90,10.02,1.15851,1,0.08631777,"2011","4",1,NA,2,2,"","0",1,57.93624,24.1401,1,-2.30258509299405,2
"235",201117047,"4/25/2011 0:00",35,3,15,32.1868,0.70117373281403,144.8,10.6,0.13,0.1,90,10,1.16444,3,0.257634571,"2011","4",1,NA,2,2,"","0",1,56.3269,24.1401,3,-2.30258509299405,2
"236",201117048,"4/25/2011 0:00",36,3,15,33.79614,0.714756744958847,129,10.4,0.11,0.09,90.1,10.09,1.13481,0,0,"2011","4",0,NA,2,3,"","0",0,57.93624,24.1401,0,-2.40794560865187,2
"237",201117049,"4/26/2011 0:00",35,3,22,20.92142,0.606092647800312,136.9,10.7,0.12,0.09,89.9,9.97,1.1437,3,0.262306549,"2011","4",1,NA,1,2,"","0",1,56.3269,35.40548,3,-2.40794560865187,2
"238",201117050,"4/26/2011 0:00",36,3,22,22.53076,0.619675659945129,131.7,10.7,0.11,0.09,89.5,9.96,1.37185,2,0.145788534,"2011","4",1,NA,2,2,"","0",1,57.93624,35.40548,2,-2.40794560865187,2
"239",201117051,"4/26/2011 0:00",36,1,22,22.53076,0.619675659945129,128.7,10.7,0.11,0.08,91.8,10.16,1.26814,8,0.630845175,"2011","4",1,NA,2,2,"","0",1,57.93624,35.40548,8,-2.52572864430826,2
"240",201117052,"4/27/2011 0:00",36,1,29,11.26538,0.524594574931411,121.4,10.6,0.1,0.08,91.9,10.19,1.16444,6,0.515269142,"2011","4",1,NA,4,2,"","0",1,57.93624,46.67086,6,-2.52572864430826,1
"241",201117053,"4/27/2011 0:00",36,1,29,11.26538,0.524594574931411,121.4,10.6,0.1,0.08,91.9,10.19,1.52592,3,0.196602705,"2011","4",1,NA,1,2,"","0",1,57.93624,46.67086,3,-2.52572864430826,2
"242",201217001,"3/8/2012 0:00",37,1,62,-40.2335,0.0899381862972734,5231,4.8,5538,4.71,101.4,12.62,1.10518,0,0,"2012","3",0,NA,4,4,"","0",0,59.54558,99.77908,0,1.54968790802833,1
"243",201217002,"3/8/2012 0:00",38,1,62,-38.62416,0.10352119844209,5195,4.8,5583.5,4.67,108.3,13.18,1.2474,0,0,"2012","3",0,NA,4,1,"","0",0,61.15492,99.77908,0,1.54115907168081,1
"244",201217003,"3/8/2012 0:00",37,1,62,-40.2335,0.0899381862972734,6079,5.3,6350,5.47,110,13.28,1.14074,0,0,"2012","3",0,NA,1,2,"","0",0,59.54558,99.77908,0,1.69927861643389,2
"245",201217004,"3/9/2012 0:00",37,3,62,-40.2335,0.0899381862972734,4752,5,4992,4.22,99.3,12.31,1.10518,2,0.180965996,"2012","3",1,NA,4,4,"","0",1,59.54558,99.77908,2,1.43983512804792,1
"246",201217005,"3/9/2012 0:00",37,3,62,-40.2335,0.0899381862972734,5336,5.5,5466.5,4.45,102,12.33,1.06666,0,0,"2012","3",0,NA,4,4,"","0",0,59.54558,99.77908,0,1.49290409617815,1
"247",201217006,"3/9/2012 0:00",37,3,62,-40.2335,0.0899381862972734,5634,5.5,5830.5,4.98,100.1,12.14,1.09925,9,0.81874005,"2012","3",1,NA,4,2,"","0",1,59.54558,99.77908,9,1.60542989103656,1
"248",201217007,"3/12/2012 0:00",36,1,62,-41.84284,0.0763551741524565,3419,5.1,3581.5,2.96,95.9,11.96,1.17333,0,0,"2012","3",0,NA,2,2,"","0",0,57.93624,99.77908,0,1.08518926833597,2
"249",201217008,"3/12/2012 0:00",36,3,62,-41.84284,0.0763551741524565,3274,5.2,3425.5,2.82,97.5,12.15,1.11703,1,0.08952311,"2012","3",1,NA,2,3,"","0",1,57.93624,99.77908,1,1.03673688495002,2
"250",201217009,"3/12/2012 0:00",36,3,62,-41.84284,0.0763551741524565,3858,5.3,4023.5,3.35,89.2,11.16,1.1437,1,0.087435516,"2012","3",1,NA,3,4,"","0",1,57.93624,99.77908,1,1.20896034583698,2
"251",201217010,"3/13/2012 0:00",35,1,61,-41.84284,0.0763551741524565,4342,5.7,4465.5,3.75,99.8,12.2,1.09629,3,0.27365022,"2012","3",1,NA,2,3,"","0",1,56.3269,98.16974,3,1.32175583998232,2
"252",201217011,"3/13/2012 0:00",35,1,61,-41.84284,0.0763551741524565,3229,5.6,3334.5,2.75,95.5,11.8,1.19703,3,0.250620285,"2012","3",1,NA,2,4,"","0",1,56.3269,98.16974,3,1.01160091167848,2
"253",201217012,"3/13/2012 0:00",35,1,61,-41.84284,0.0763551741524565,3711,5.6,3828.5,3.18,101.6,12.48,0.73185,2,0.273280044,"2012","3",1,NA,3,4,"","0",1,56.3269,98.16974,2,1.15688119679209,2
"254",201217013,"3/15/2012 0:00",38,3,59,-33.79614,0.144270234876541,2892,6.4,2912,2.39,86.6,10.55,1.05777,5,0.472692551,"2012","3",1,NA,2,2,"","0",1,61.15492,94.95106,5,0.871293365943419,2
"255",201217014,"3/15/2012 0:00",37,3,59,-35.40548,0.130687222731724,3127,6.5,3146,2.59,97.7,11.79,1.18518,10,0.843753691,"2012","3",1,NA,2,2,"","0",1,59.54558,94.95106,10,0.951657875711446,2
"256",201217015,"3/15/2012 0:00",37,1,59,-35.40548,0.130687222731724,2201,6.3,2229.5,1.8,85.6,10.41,1.09333,4,0.365854774,"2012","3",1,NA,2,2,"","0",1,59.54558,94.95106,4,0.587786664902119,2
"257",201217016,"3/16/2012 0:00",39,1,57,-28.96812,0.185019271310991,2284,6.5,2288,1.85,93.9,11.4,1.11111,0,0,"2012","3",0,NA,2,2,"","0",0,62.76426,91.73238,0,0.615185639090233,2
"258",201217017,"3/16/2012 0:00",38,1,57,-30.57746,0.171436259166174,2682,6.5,2697.5,2.2,90.1,10.93,1.15555,4,0.34615551,"2012","3",1,NA,2,2,"","0",1,61.15492,91.73238,4,0.78845736036427,2
"259",201217018,"3/16/2012 0:00",37,1,57,-32.1868,0.157853247021357,2615,6.5,2626,2.14,95,11.54,1.19111,2,0.167910604,"2012","3",1,NA,2,2,"","0",1,59.54558,91.73238,2,0.76080582903376,2
"260",201217019,"3/19/2012 0:00",36,1,48,-19.31208,0.266517344179892,2879,7.1,2847,2.33,89,10.65,1.12296,4,0.356201468,"2012","3",1,NA,4,1,"","0",1,57.93624,77.24832,4,0.845868267577609,1
"261",201217020,"3/19/2012 0:00",36,3,48,-19.31208,0.266517344179892,2168,7,2197,1.73,82,9.78,1.16444,10,0.858781904,"2012","3",1,NA,4,1,"","0",1,57.93624,77.24832,10,0.548121408509688,1
"262",201217021,"3/19/2012 0:00",36,1,48,-19.31208,0.266517344179892,3396,7.2,3354,2.77,80.2,9.59,1.0637,5,0.470057347,"2012","3",1,NA,1,2,"","0",1,57.93624,77.24832,5,1.01884732019925,2
"263",201217022,"3/20/2012 0:00",36,3,46,-16.0934,0.293683368469526,904,7.2,890.5,6.9,59.5,7.24,1.17629,12,1.020156594,"2012","3",1,NA,4,3,"","0",1,57.93624,74.02964,12,1.93152141160321,1
"264",201217023,"3/20/2012 0:00",36,3,46,-16.0934,0.293683368469526,1273,7.3,1254,0.98,63,7.56,1.41925,12,0.845516998,"2012","3",1,NA,4,1,"","0",1,57.93624,74.02964,12,-0.0202027073175195,1
"265",201217024,"3/21/2012 0:00",39,1,44,-8.04669999999999,0.36159842919361,250.3,6.9,248.6,0.19,56.1,6.9,1.11111,2,0.18000018,"2012","3",1,NA,4,4,"","0",1,62.76426,70.81096,2,-1.66073120682165,1
"266",201217025,"3/21/2012 0:00",39,3,44,-8.04669999999999,0.36159842919361,245.4,7.1,242.45,0.18,NA,NA,1.17037,4,0.34177226,"2012","3",1,NA,4,1,"","0",1,62.76426,70.81096,4,-1.71479842809193,1
"267",201217026,"3/21/2012 0:00",38,3,44,-9.65604,0.348015417048793,694,7.7,669.5,0.51,NA,NA,1.18222,9,0.761279626,"2012","3",1,NA,1,2,"","0",1,61.15492,70.81096,9,-0.673344553263766,2
"268",201217027,"3/22/2012 0:00",37,1,41,-6.43736,0.375181441338426,202.6,7.5,198.25,0.15,NA,NA,1.06962,4,0.373964586,"2012","3",1,NA,3,4,"","0",1,59.54558,65.98294,4,-1.89711998488588,2
"269",201217028,"3/22/2012 0:00",37,1,41,-6.43736,0.375181441338426,201.6,7.5,196.95,0.15,NA,NA,1.15555,3,0.259616633,"2012","3",1,NA,4,4,"","0",1,59.54558,65.98294,3,-1.89711998488588,1
"270",201217029,"3/22/2012 0:00",37,3,41,-6.43736,0.375181441338426,472.6,7.7,458.9,0.35,NA,NA,1.13185,9,0.795158369,"2012","3",1,NA,4,4,"","0",1,59.54558,65.98294,9,-1.04982212449868,1
"271",201217030,"3/23/2012 0:00",37,3,40,-4.82802,0.388764453483243,184.2,7.8,178.75,0.13,NA,NA,1.1674,8,0.685283536,"2012","3",1,NA,3,4,"","0",1,59.54558,64.3736,8,-2.04022082852655,2
"272",201217031,"3/23/2012 0:00",37,3,40,-4.82802,0.388764453483243,186.5,7.8,180.7,0.13,110.5,13.11,1.23259,8,0.649039827,"2012","3",1,NA,4,4,"","0",1,59.54558,64.3736,8,-2.04022082852655,1
"273",201217032,"3/23/2012 0:00",37,3,40,-4.82802,0.388764453483243,267.2,8,257.4,0.19,108.9,12.9,1.14074,8,0.701299157,"2012","3",1,NA,4,4,"","0",1,59.54558,64.3736,8,-1.66073120682165,1
"274",201217033,"3/27/2012 0:00",39,3,40,-1.60934,0.415930477772877,634,8.6,598,0.45,101.8,11.85,1.18518,0,0,"2012","3",0,NA,2,4,"","0",0,62.76426,64.3736,0,-0.798507696217772,2
"275",201217034,"3/27/2012 0:00",39,1,40,-1.60934,0.415930477772877,237.1,8.4,225.55,0.17,104.2,12.19,1.18222,3,0.253759875,"2012","3",1,NA,4,4,"","0",1,62.76426,64.3736,3,-1.77195684193188,1
"276",201217035,"3/27/2012 0:00",38,1,40,-3.21868,0.40234746562806,266.8,8.5,247.65,0.18,105.6,12.33,1.18222,7,0.592106376,"2012","3",1,NA,4,4,"","0",1,61.15492,64.3736,7,-1.71479842809193,1
"277",201217036,"3/28/2012 0:00",37,1,46,-14.48406,0.307266380614342,1375,8.7,1300,1.02,99.8,11.55,1.05777,0,0,"2012","3",0,NA,2,2,"","0",0,59.54558,74.02964,0,0.0198026272961797,2
"278",201217037,"3/28/2012 0:00",37,1,46,-14.48406,0.307266380614342,NA,8.8,1566.5,1.24,98.6,11.26,1.05481,1,0.094803804,"2012","3",1,NA,2,3,"","0",1,59.54558,74.02964,1,0.215111379616945,2
"279",201217038,"3/28/2012 0:00",37,3,46,-14.48406,0.307266380614342,4635,9,4283.5,3.6,97.3,10.95,1.05481,6,0.568822821,"2012","3",1,NA,2,4,"","0",1,59.54558,74.02964,6,1.28093384546206,2
"280",201217039,"3/29/2012 0:00",41,1,52,-17.70274,0.280100356324709,105,9,955,0.75,102.2,11.77,1.1437,0,0,"2012","3",0,NA,2,2,"","0",0,65.98294,83.68568,0,-0.287682072451781,2
"281",201217041,"3/29/2012 0:00",39,3,52,-20.92142,0.252934332035075,1408,8.9,1326,1.4,105.3,12.09,1.21481,5,0.411586997,"2012","3",1,NA,2,4,"","0",1,62.76426,83.68568,5,0.336472236621213,2
"282",201217042,"3/30/2012 0:00",40,3,55,-24.1401,0.225768307745441,4068,9.2,3796,3.18,100.9,11.35,1.09037,1,0.091711988,"2012","3",1,NA,2,2,"","0",1,64.3736,88.5137,1,1.15688119679209,2
"283",201217043,"3/30/2012 0:00",40,3,55,-24.1401,0.225768307745441,2815,9.7,2548,2.07,104.6,11.69,1.12296,0,0,"2012","3",0,NA,2,2,"","0",0,64.3736,88.5137,0,0.727548607277278,2
"284",201217044,"4/2/2012 0:00",39,1,62,-37.01482,0.117104210586907,5269,9.3,4842.5,4.51,97.7,10.57,1.32444,3,0.226510827,"2012","4",1,NA,2,2,"","0",1,62.76426,99.77908,3,1.50629715351459,2
"285",201217045,"4/2/2012 0:00",40,1,62,-35.40548,0.130687222731724,5245,9.3,4797.6,4.18,98,10.98,1.29185,5,0.387041839,"2012","4",1,NA,2,2,"","0",1,64.3736,99.77908,5,1.43031124653666,2
"286",201217046,"4/3/2012 0:00",38,3,62,-38.62416,0.10352119844209,6514,9.5,6012.5,5.16,98.8,10.91,1.11703,8,0.716184883,"2012","4",1,NA,4,2,"","0",1,61.15492,99.77908,8,1.64093657949347,1
"287",201217047,"4/3/2012 0:00",38,1,62,-38.62416,0.10352119844209,11256,9.6,10770,14.88,95.8,10.27,1.47259,0,0,"2012","4",0,NA,1,2,"","0",0,61.15492,99.77908,0,2.70001802940495,2
"288",201217048,"4/4/2012 0:00",39,3,62,-37.01482,0.117104210586907,10515,9.8,9113,8.25,95.9,10.23,1.23555,13,1.052163004,"2012","4",1,NA,4,2,"","0",1,62.76426,99.77908,13,2.11021320034659,1
"289",201217049,"4/4/2012 0:00",38,3,62,-38.62416,0.10352119844209,7771,10,7091.5,6.21,100.8,10.92,1.51407,1,0.066047144,"2012","4",1,NA,1,2,"","0",1,61.15492,99.77908,1,1.82616089594539,2
"290",201217050,"4/5/2012 0:00",38,3,62,-38.62416,0.10352119844209,9227,10.2,8430.5,7.47,96.1,10.31,1.11703,7,0.626661773,"2012","4",1,NA,4,4,"","0",1,61.15492,99.77908,7,2.01089499914473,1
"291",201217051,"4/5/2012 0:00",37,1,62,-40.2335,0.0899381862972734,10633,9.9,9656.5,8.62,95.5,10.18,1.41333,15,1.061323258,"2012","4",1,NA,4,1,"","0",1,59.54558,99.77908,15,2.1540850846756,1
"292",201217052,"4/9/2012 0:00",38,1,62,-38.62416,0.10352119844209,6266,11.3,5525.5,4.75,97.7,10.4,1.23555,1,0.080935616,"2012","4",1,NA,4,4,"","0",1,61.15492,99.77908,1,1.55814461804655,1
"293",201217053,"4/9/2012 0:00",37,1,62,-40.2335,0.0899381862972734,6429,11.3,5668,4.88,98.6,10.48,1.33629,4,0.299336222,"2012","4",1,NA,4,4,"","0",1,59.54558,99.77908,4,1.58514521986506,1
"294",201217055,"4/10/2012 0:00",40,3,62,-35.40548,0.130687222731724,6630,11.4,5830.5,5.03,97.2,10.31,1.10222,7,0.635081926,"2012","4",1,NA,2,2,"","0",1,64.3736,99.77908,7,1.61541998411165,2
"295",201217056,"4/10/2012 0:00",39,3,62,-37.01482,0.117104210586907,6307,11.4,5544.5,4.78,96.3,10.22,1.29481,5,0.386157042,"2012","4",1,NA,2,4,"","0",1,62.76426,99.77908,5,1.56444054650336,2
"296",201217061,"4/11/2012 0:00",39,3,62,-37.01482,0.117104210586907,6309,11.5,5687.5,4.92,93.7,9.88,1.09333,2,0.182927387,"2012","4",1,NA,2,4,"","0",1,62.76426,99.77908,2,1.59330853050422,2
"299",201317006,"3/22/2013 0:00",37,3,57,-32.1868,0.157853247021357,7632,5,7748,6.69,107.3,13.1,1.20533,0,0,"2013","3",0,NA,2,2,"","0",0,59.54558,91.73238,0,1.90061387414014,2
"300",201317007,"3/22/2013 0:00",37,1,57,-32.1868,0.157853247021357,17623,4,18057,10.44,102.2,11.79,1.17333,0,0,"2013","3",0,NA,2,2,"","0",0,59.54558,91.73238,0,2.34564458245449,2
"301",201317009,"3/22/2013 0:00",38,1,57,-30.57746,0.171436259166174,7083,4,7644,6.67,111.9,14.03,1.16088,0,0,"2013","3",0,NA,2,2,"","0",0,61.15492,91.73238,0,1.89761985992753,2
"302",201317011,"3/26/2013 0:00",35,3,62,-43.45218,0.0627721620076398,13798,4.3,14898.5,13.61,88.4,10.47,1.09511,1,0.091315028,"2013","3",1,NA,4,2,"","0",1,56.3269,99.77908,1,2.61080481666337,1
"303",201317012,"3/26/2013 0:00",35,1,62,-43.45218,0.0627721620076398,15181,4.2,16295.5,15.01,104,12.25,1.26222,7,0.554578441,"2013","3",1,NA,1,2,"","0",1,56.3269,99.77908,7,2.70871664564537,2
"304",201317014,"3/26/2013 0:00",35,3,62,-43.45218,0.0627721620076398,11488,4.3,12116,10.77,107.6,13.03,1.18222,0,0,"2013","3",0,NA,2,2,"","0",0,56.3269,99.77908,0,2.3767644911683,2
"305",201317016,"3/27/2013 0:00",39,1,62,-37.01482,0.117104210586907,6308,4.2,6805.5,5.86,107.1,13.4,1.2,1,0.083333333,"2013","3",1,NA,4,1,"","0",1,62.76426,99.77908,1,1.76814960358892,1
"306",201317017,"3/27/2013 0:00",39,1,62,-37.01482,0.117104210586907,7917,4.3,8638.5,7.69,106,13.12,1.312,0,0,"2013","3",0,NA,4,2,"","0",0,62.76426,99.77908,0,2.03992078351755,1
"307",201317019,"3/27/2013 0:00",39,1,62,-37.01482,0.117104210586907,7807,4.7,8281,7.22,108,13.2,1.21777,3,0.246351938,"2013","3",1,NA,4,2,"","0",1,62.76426,99.77908,3,1.97685495290473,1
"310",201317026,"4/1/2013 0:00",36,1,62,-41.84284,0.0763551741524565,5058,5.7,5193.5,4.4,NA,NA,1.16266,1,0.086009667,"2013","4",1,NA,2,4,"","0",1,57.93624,99.77908,1,1.48160454092422,2
"311",201317027,"4/1/2013 0:00",36,1,62,-41.84284,0.0763551741524565,4615,5.8,4738.5,3.99,106,12.93,1.19288,1,0.083830729,"2013","4",1,NA,3,4,"","0",1,57.93624,99.77908,1,1.38379123090177,2
"312",201317029,"4/1/2013 0:00",36,1,62,-41.84284,0.0763551741524565,4124,5.8,4270.5,3.63,102.8,12.56,1.14488,5,0.436726993,"2013","4",1,NA,4,4,"","0",1,57.93624,99.77908,5,1.28923264827676,1
